CMT_Corner_ID,Street_Name1,Street_Name2,Borough,Community_District,Block,Lot,Complaint_ID,Complaint_Date,Temp_Repair_Feasible,Temp_Repair_Date,Temp_Repair_Type,Second_Temp_Repair_Needed,Date_Second_Temp_Repair,BulkComplaint
1092634,BROADWAY,WEST 111 STREET,MANHATTAN,109,1894,7501,311-20637848,10/31/2024,Yes,11/08/2024,Other,No,,No
1026272,BAXTER AVENUE,BROADWAY,QUEENS,404,1509,1,311-01971239,03/04/2020,Yes,01/27/2021,Other,No,,No
1091621,BROADWAY,WEST 68 STREET,MANHATTAN,107,1139,7503,311-18384849,04/25/2024,No,,,No,,No
1091079,BROADWAY,WEST 93 STREET,MANHATTAN,107,1241,10,311-15629997,08/23/2023,Yes,10/03/2023,Other,No,,No
1092758,BROADWAY,WEST 135 STREET,MANHATTAN,109,2002,33,311-06180838,05/06/2021,Yes,06/12/2021,Other,No,,Yes
1092647,BROADWAY,WEST 113 STREET,MANHATTAN,109,1895,23,311-01819922,02/12/2020,No,,,No,,No
1105876,BROADWAY,WHIPPLE STREET,BROOKLYN,301,2273,16,311-15400460,08/03/2023,Yes,08/18/2023,Other,No,,No
1095574,BROADWAY,ST NICHOLAS AVENUE,MANHATTAN,112,2126,1,DOT-561446-B6T7,08/18/2022,Yes,12/05/2022,Other,No,,Yes
1010913,BROADWAY,KIMBERLY PLACE,BRONX,208,3266,13,DOT-453635-N1Q6,03/03/2020,Yes,03/16/2020,Other,No,,No
1359457,BROADWAY,COLUMBUS AVENUE,MANHATTAN,107,1134,1,311-07766414,09/23/2021,Yes,11/06/2021,Other,No,,No
1087163,BROADWAY,CHAMBERS STREET,MANHATTAN,101,149,33,311-10442758,05/27/2022,Yes,07/08/2022,Other,No,,No
1089320,BROADWAY,WEST 27 STREET,MANHATTAN,105,828,41,DOT-637093-B2J2,02/22/2024,Yes,03/22/2024,Other,No,,No
1089200,BROADWAY,WEST 37 STREET,MANHATTAN,105,813,23,311-10664477,06/14/2022,Yes,08/10/2022,Other,No,,No
1092717,BROADWAY,NYCTA SUBWAY,MANHATTAN,109,1992,13,311-06574658,06/12/2021,Yes,06/30/2021,Other,No,,No
1091153,BROADWAY,WEST 87 STREET,MANHATTAN,107,1235,10,DOT-612050-B9T7,08/23/2023,Yes,01/12/2024,Other,No,,No
1087097,BROADWAY,DUANE STREET,MANHATTAN,101,150,31,311-13855003,03/20/2023,Yes,04/03/2023,Other,No,,No
1087109,PARK PLACE,WEST BROADWAY,MANHATTAN,101,127,18,311-06657820,06/19/2021,Yes,08/02/2021,Other,No,,No
1198658,BEAVER STREET,BROADWAY,MANHATTAN,101,11,1,DOT-635111-K1Z1,02/05/2024,No,,,No,,No
1087150,BROADWAY,PARK PLACE,MANHATTAN,101,123,7501,311-11098954,07/21/2022,Yes,08/09/2022,Other,No,,No
1092737,BROADWAY,LA SALLE STREET,MANHATTAN,109,1993,37,311-09144137,01/25/2022,Yes,03/02/2022,Other,No,,No
1092717,BROADWAY,NYCTA SUBWAY,MANHATTAN,109,1992,13,311-16346439,10/25/2023,Yes,11/27/2023,Other,No,,No
1087110,PARK PLACE,WEST BROADWAY,MANHATTAN,101,126,13,311-07620634,09/11/2021,Yes,11/03/2021,Other,No,,No
1202463,5 AVENUE,BROADWAY,MANHATTAN,105,852,1,DOT Internal,12/15/2022,Yes,12/20/2022,Other,No,,No
1038693,32 STREET,BROADWAY,QUEENS,401,613,1,311-04118020,09/28/2020,Yes,10/19/2020,Other,No,,No
1179465,BROADWAY,WEST 55 STREET,MANHATTAN,105,1027,20,DOT Internal,04/01/2021,Yes,04/30/2021,Other,No,,No
1361583,BROADWAY,PUTNAM AVENUE,BROOKLYN,304,3373,7,DOT-655264-M1D5,06/25/2024,No,,,No,,No
1025099,76 STREET,BROADWAY,QUEENS,404,1486,51,DOT-610935-W9V4,09/05/2023,Yes,11/09/2023,Other,No,,No
1091625,BROADWAY,WEST 67 STREET,MANHATTAN,107,1139,14,DOT-585933-N6G3,03/20/2023,No,,,No,,No
1087164,BROADWAY,CHAMBERS STREET,MANHATTAN,101,153,1,311-10766216,06/23/2022,Yes,11/01/2022,Other,No,,No
1105163,BROADWAY,HAVEMEYER STREET,BROOKLYN,301,2460,1,311-21317719,12/27/2024,Yes,01/13/2025,Other,No,,No
1198571,BEAVER STREET,BROADWAY,MANHATTAN,101,12,1,311-14953214,06/16/2023,Yes,07/25/2023,Other,No,,No
1180923,BROADWAY,WEST 54 STREET,MANHATTAN,105,1026,21,311-17869034,03/08/2024,Yes,04/10/2024,Other,No,,No
1087371,BROADWAY,DEY STREET,MANHATTAN,101,80,1,311-09547114,03/04/2022,Yes,03/18/2022,Other,No,,No
1025096,75 STREET,BROADWAY,QUEENS,404,1485,23,DOT-576132-L9C5,12/19/2022,Yes,01/31/2023,Other,No,,No
1091010,BROADWAY,WEST 98 STREET,MANHATTAN,107,1869,7503,DOT Internal,09/04/2024,Yes,09/10/2024,Other,No,,No
1095048,9 AVENUE,BROADWAY,MANHATTAN,112,2215,874,DOT-605808-X0G4,07/18/2023,No,,,No,,No
1088355,BROADWAY,WEST 60 STREET,MANHATTAN,107,1113,7502,311-14819094,06/14/2023,No,,,No,,No
