CMT_Corner_ID,Street_Name1,Street_Name2,Borough,Community_District,Block,Lot,Complaint_ID,Complaint_Date,Temp_Repair_Feasible,Temp_Repair_Date,Temp_Repair_Type,Second_Temp_Repair_Needed,Date_Second_Temp_Repair,BulkComplaint
1140068,CATON AVENUE,OCEAN PARKWAY,BROOKLYN,307,5319,24,DOT-689629-W6W6,03/26/2025,No,,,No,,No
1090385,3 AVENUE,EAST 31 STREET,MANHATTAN,106,912,1,1-1-1722172971,06/05/2019,Yes,06/26/2019,Other,No,,
1118763,EAST NEW YORK AVENUE,TROY AVENUE,BROOKLYN,309,1429,2,311-21577315,01/14/2025,Yes,03/05/2025,Other,No,,No
1007336,CLAY AVENUE,EAST 167 STREET,BRONX,204,2426,12,DOT-687881-G3V8,03/13/2025,No,,,No,,No
1126047,CORTELYOU ROAD,EAST 21 STREET,BROOKLYN,314,5152,20,311-21820968,02/04/2025,Yes,02/28/2025,Other,No,,No
1029246,58 AVENUE,76 STREET,QUEENS,405,2823,2,DOT-424661-R3K3,07/23/2019,Yes,08/21/2019,Other,No,,
1109209,HENRY STREET,VERANDAH PLACE,BROOKLYN,306,301,4,DOT-687399-K8P0,03/10/2025,Pending Determination,,,No,,No
1089525,5 AVENUE,EAST 16 STREET,MANHATTAN,105,844,1,311-20006108,09/10/2024,Yes,03/04/2025,Other,No,,No
1084822,BROADWAY,BROOME STREET,MANHATTAN,102,473,14,311-22061003,02/25/2025,No,,,No,,Yes
1033872,BROADWAY,THORNTON STREET,BROOKLYN,301,2276,16,311-22211458,03/11/2025,No,,,No,,No
1087607,FDR DRIVE EXIT 2 NORTHBOUND,DOVER STREET,MANHATTAN,101,106,22,DOT-440784-W2N3,11/21/2019,Yes,01/02/2020,Other,No,,
1148337,ROSE AVENUE,1 STREET,STATEN ISLAND,502,4190,15,311-20995070,11/30/2024,Yes,02/28/2025,Other,No,,No
1085527,BROADWAY,HOWARD STREET,MANHATTAN,102,209,5,311-22061003,02/25/2025,No,,,No,,Yes
1085002,BROADWAY,EAST HOUSTON STREET,MANHATTAN,102,512,7502,311-22061003,02/25/2025,No,,,No,,Yes
1126801,AVENUE I,EAST 27 STREET,BROOKLYN,314,7573,8,DOT-398440-V2C4,04/29/2019,No,,,No,,
1130710,AVENUE O,EAST 15 STREET,BROOKLYN,314,6762,1,DOT-689162-Q3B2,03/23/2025,No,,,No,,No
1058658,17 AVENUE,163 STREET,QUEENS,407,4758,10,DOT-414499-Z4J6,05/21/2019,No,,,No,,
1058659,17 AVENUE,163 STREET,QUEENS,407,4758,10,DOT-414499-Z4J6,05/21/2019,No,,,No,,
1087203,PARK PLACE WEST,RIVER TERRACE,MANHATTAN,101,16,180,1-1-1711995621,04/23/2019,No,,,No,,
1090355,EAST 36 STREET,FRANKLIN D ROOSEVELT DRIVE,MANHATTAN,106,967,1,DOT-436416-H6J2,10/28/2019,No,,,No,,
1148335,ROSE AVENUE,1 STREET,STATEN ISLAND,502,4193,1,311-20995070,11/30/2024,Yes,02/28/2025,Other,No,,No
1135385,AVENUE P,DAHILL ROAD,BROOKLYN,311,6632,1,311-21958399,02/17/2025,Yes,02/28/2025,Other,No,,No
1085524,BROADWAY,HOWARD STREET,MANHATTAN,102,231,8,311-22061003,02/25/2025,No,,,No,,Yes
1084820,BROADWAY,BROOME STREET,MANHATTAN,102,474,29,311-22061003,02/25/2025,No,,,No,,Yes
1138698,4 AVENUE,91 STREET,BROOKLYN,310,6086,43,DOT-689361-Q3K7,03/24/2025,Pending Determination,,,No,,No
1005656,INTERVALE AVENUE,SOUTHERN BOULEVARD,BRONX,202,2732,12,DOT-406481-Y4J6,06/14/2019,No,,,No,,
1087112,CHURCH STREET,PARK PLACE,MANHATTAN,101,125,20,311-22076441,02/27/2025,Yes,03/25/2025,Other,No,,No
1039144,9 STREET,35 AVENUE,QUEENS,401,328,23,DOT-435065-Z9V1,10/08/2019,No,,,No,,
1039145,9 STREET,35 AVENUE,QUEENS,401,323,1,DOT-435065-Z9V1,10/08/2019,No,,,No,,
1039146,9 STREET,35 AVENUE,QUEENS,401,324,1,DOT-435065-Z9V1,10/08/2019,No,,,No,,
1039147,9 STREET,35 AVENUE,QUEENS,401,329,18,DOT-435065-Z9V1,10/08/2019,No,,,No,,
1063011,61 STREET,LONG ISLAND RAILROAD,QUEENS,405,3590,20,DOT-412264-S6D0,06/24/2019,No,,,No,,
1063013,61 STREET,LONG ISLAND RAILROAD,QUEENS,405,3592,1,DOT-412264-S6D0,06/24/2019,No,,,No,,
1067716,73 AVENUE,FRANCIS LEWIS BOULEVARD,QUEENS,408,7723,10,DOT-412198-J3R4,07/24/2019,No,,,No,,
1067717,73 AVENUE,FRANCIS LEWIS BOULEVARD,QUEENS,408,7722,1,DOT-412198-J3R4,07/24/2019,No,,,No,,
1087667,CLIFF STREET,FULTON STREET,MANHATTAN,101,75,48,311-14959642,06/26/2023,No,,Other,No,,No
1000496,BROADWAY,CATHERINE LANE,MANHATTAN,101,170,6,1-1-1707519431,04/13/2019,No,,,No,,
1026719,59 AVENUE,JUNCTION BOULEVARD,QUEENS,404,1912,7501,DOT-436063-X6S3,10/16/2019,No,,,No,,
1037712,11 STREET,48 AVENUE,QUEENS,402,60,9,DOT-685859-L2R1,02/27/2025,No,,,No,,No
1121402,FARRAGUT ROAD,FLATBUSH AVENUE,BROOKLYN,314,5250,11,DOT Internal,02/20/2025,Yes,03/21/2025,Other,No,,No
1091154,BROADWAY,WEST 87 STREET,MANHATTAN,107,1235,42,311-22115589,03/03/2025,Yes,03/25/2025,Other,No,,No
1084031,CLARKSON STREET,HUDSON STREET,MANHATTAN,102,581,45,DOT-399658-Q8Z1,03/26/2019,No,,,No,,
1087020,THOMAS STREET,WEST BROADWAY,MANHATTAN,101,147,7501,311-00273971,07/31/2019,No,,,No,,
1015938,ROSEDALE AVENUE,WATSON AVENUE,BRONX,209,3750,1,DOT-421029-N3V3,09/24/2019,No,,,No,,
1015942,ROSEDALE AVENUE,WATSON AVENUE,BRONX,209,3723,1,DOT-421029-N3V3,09/24/2019,No,,,No,,
1140070,CATON AVENUE,OCEAN PARKWAY,BROOKLYN,307,5328,10,DOT-689629-W6W6,03/26/2025,No,,,No,,No
1085131,BROADWAY,WASHINGTON PLACE,MANHATTAN,102,545,8,311-22143598,03/05/2025,Pending Determination,,,No,,No
1089968,EAST 56 STREET,MADISON AVENUE,MANHATTAN,105,1291,10,311-22049581,02/24/2025,Yes,03/20/2025,Other,No,,No
1085525,BROADWAY,HOWARD STREET,MANHATTAN,102,231,14,311-22061003,02/25/2025,No,,,No,,Yes
1007337,CLAY AVENUE,EAST 167 STREET,BRONX,204,2430,55,DOT-687881-G3V8,03/13/2025,No,,,No,,No
1001026,HENRY HUDSON PARKWAY,WEST 246 STREET,BRONX,208,5813,135,DOT-365803-B8N5,06/20/2019,No,,,No,,
1001028,HENRY HUDSON PARKWAY,WEST 246 STREET,BRONX,208,5824,2409,DOT-365803-B8N5,06/20/2019,No,,,No,,
1217252,1 AVENUE,EAST 107 STREET,MANHATTAN,111,1701,1,311-00340099,08/09/2019,No,,,No,,
1369676,EAST 161 STREET,MACOMBS DAM BRIDGE,BRONX,204,2500,1,DOT-432962-P3P3,09/20/2019,No,,,No,,
1211205,EAST 16 STREET,MOORE PLACE,BROOKLYN,315,6821,171,311-00135475,07/15/2019,No,,,No,,
1089472,EAST 21 STREET,PARK AVENUE SOUTH,MANHATTAN,105,849,7504,311-22352402,03/24/2025,No,,,No,,No
1216015,63 ROAD,98 PLACE,QUEENS,406,2086,50,DOT-687832-S0C2,03/13/2025,No,,,No,,No
1023974,CLAY AVENUE,EAST 167 STREET,BRONX,204,2429,19,DOT-687881-G3V8,03/13/2025,No,,,No,,No
1149857,ISABELLA AVENUE,LYNN STREET,STATEN ISLAND,503,4022,6,311-22066808,02/26/2025,No,,,No,,No
1046287,134 PLACE,135 AVENUE,QUEENS,410,11876,39,311-00284966,08/02/2019,No,,,No,,
1056459,57 ROAD,138 STREET,QUEENS,407,6372,22,DOT-415311-B3C5,08/02/2019,No,,,No,,
1130017,EAST 2 STREET,ELMWOOD AVENUE,BROOKLYN,312,6504,1,1-1-1716120174,05/03/2019,No,,,No,,
1109164,HENRY STREET,VERANDAH PLACE,BROOKLYN,306,301,50,DOT-687399-K8P0,03/10/2025,Pending Determination,,,No,,No
1096579,1 AVENUE,EAST 85 STREET,MANHATTAN,108,1564,47,DOT Internal,02/04/2025,Yes,03/04/2025,Other,No,,No
1138693,4 AVENUE,91 STREET,BROOKLYN,310,6087,11,DOT-689361-Q3K7,03/24/2025,No,,,No,,No
1111947,HERKIMER STREET,NEW YORK AVENUE,BROOKLYN,303,1861,37,311-21778325,01/30/2025,Yes,03/05/2025,Other,No,,No
1085614,BROADWAY,CANAL STREET,MANHATTAN,101,231,12,311-22061003,02/25/2025,No,,,No,,Yes
1084945,BROADWAY,PRINCE STREET,MANHATTAN,102,498,5,311-22061003,02/25/2025,No,,,No,,Yes
1085615,BROADWAY,CANAL STREET,MANHATTAN,101,209,1,311-22061003,02/25/2025,No,,,No,,Yes
1028228,35 AVENUE,90 STREET,QUEENS,403,1451,32,DOT-685634-X4G7,02/26/2025,Yes,03/14/2025,Other,No,,No
1085500,BROADWAY,GRAND STREET,MANHATTAN,102,231,30,311-21921413,02/13/2025,Yes,03/06/2025,Other,No,,No
1085502,BROADWAY,GRAND STREET,MANHATTAN,102,473,1,311-22061003,02/25/2025,No,,,No,,Yes
1150167,HETT AVENUE,NAVESINK PLACE,STATEN ISLAND,503,4073,89,DOT Internal,01/23/2025,Yes,02/28/2025,Other,No,,No
1148158,DONGAN HILLS AVENUE,HYLAN BOULEVARD,STATEN ISLAND,502,3651,1,311-18701986,05/23/2024,No,,,No,,No
1135810,26 AVENUE,CROPSEY AVENUE,BROOKLYN,313,6909,1,DOT-681821-X1D3,01/21/2025,Yes,02/28/2025,Other,No,,No
1179220,ANDERSON AVENUE,WEST 162 STREET,BRONX,204,2504,45,311-22298454,03/19/2025,Pending Determination,,,No,,No
1108322,HANSON PLACE,SOUTH PORTLAND AVENUE,BROOKLYN,302,2004,33,311-22120002,03/03/2025,No,,,No,,No
1185532,71 AVENUE,QUEENS BOULEVARD,QUEENS,406,3256,1,DOT-411796-D8S7,04/16/2019,No,,,No,,
1084947,BROADWAY,PRINCE STREET,MANHATTAN,102,511,1,311-22061003,02/25/2025,No,,,No,,Yes
1072621,CAMBRIA AVENUE,MARATHON PARKWAY,QUEENS,411,8219,21,DOT-687260-F0L3,03/08/2025,No,,,No,,No
1078020,115 AVENUE,220 STREET,QUEENS,413,11263,21,1-1-1717642595,05/07/2019,No,,,No,,
1187969,HYLAN BOULEVARD,KENSINGTON AVENUE,STATEN ISLAND,502,3229,63,DOT Internal,01/30/2025,Yes,02/24/2025,Other,No,,No
1023567,CRESCENT AVENUE,EAST 187 STREET,BRONX,206,3089,31,DOT-411323-S8V6,04/11/2019,No,,,No,,
1033224,JOHNSON AVENUE,VARICK AVENUE,BROOKLYN,301,2994,1,1-1-1725410121,05/28/2019,No,,,No,,
1085004,BROADWAY,EAST HOUSTON STREET,MANHATTAN,102,511,19,311-22061003,02/25/2025,No,,,No,,Yes
1086361,ELDRIDGE STREET,HESTER STREET,MANHATTAN,103,306,35,311-22298631,03/19/2025,No,,,No,,No
1085528,CROSBY STREET,HOWARD STREET,MANHATTAN,102,232,21,311-22061003,02/25/2025,No,,,No,,No
1029951,71 PLACE,MYRTLE AVENUE,QUEENS,405,3709,32,DOT-425251-C1X9,08/12/2019,No,,,No,,
1029952,71 PLACE,MYRTLE AVENUE,QUEENS,405,3692,1,DOT-425251-C1X9,08/12/2019,No,,,No,,
1029953,71 PLACE,MYRTLE AVENUE,QUEENS,405,3693,25,DOT-425251-C1X9,08/12/2019,No,,,No,,
1029954,71 PLACE,MYRTLE AVENUE,QUEENS,405,3710,19,DOT-425251-C1X9,08/12/2019,No,,,No,,
1016094,COMMONWEALTH AVENUE,EAST 172 STREET,BRONX,209,3784,21,311-00939269,10/22/2019,No,,,No,,
1108317,HANSON PLACE,SOUTH PORTLAND AVENUE,BROOKLYN,302,2114,31,311-22120002,03/03/2025,No,,,No,,No
1109166,HENRY STREET,VERANDAH PLACE,BROOKLYN,306,300,17,DOT-687399-K8P0,03/10/2025,No,,,No,,No
1084821,BROADWAY,BROOME STREET,MANHATTAN,102,484,28,311-22061003,02/25/2025,No,,,No,,Yes
1090671,1 AVENUE,EAST 28 STREET,MANHATTAN,106,962,100,DOT-437408-V7G2,10/25/2019,No,,,No,,
1033874,BROADWAY,DEBEVOISE STREET,BROOKLYN,301,3119,1,311-22211458,03/11/2025,No,,,No,,No
1085130,BROADWAY,WASHINGTON PLACE,MANHATTAN,102,545,11,311-22143598,03/05/2025,Pending Determination,,,No,,No
1198490,BROADWAY,EXCHANGE ALLEY,MANHATTAN,101,23,7,311-21888508,02/10/2025,Yes,03/05/2025,Other,No,,No
1088236,8 AVENUE,WEST 45 STREET,MANHATTAN,105,1036,29,DOT-570272-P6S3,10/25/2022,Yes,12/19/2022,Other,No,,No
1084797,BROADWAY,SPRING STREET,MANHATTAN,102,498,23,311-22061003,02/25/2025,No,,,No,,Yes
1147590,BEND,GUYON AVENUE,STATEN ISLAND,503,4264,51,DOT-408892-Z7Q2,03/21/2019,No,,,No,,
1160463,DRUMGOOLE ROAD EAST,GENESEE AVENUE,STATEN ISLAND,503,5662,20,1-1-1728627180,05/31/2019,No,,,No,,
1142332,AVENUE OF THE AMERICAS,LISPENARD STREET,MANHATTAN,101,211,16,311-00982492,10/27/2019,No,,,No,,
2001492,50 STREET,NEWTOWN ROAD,QUEENS,401,736,2,DOT-685853-S2F9,02/27/2025,Pending Determination,,,No,,No
1095177,9 AVENUE,WEST 205 STREET,MANHATTAN,112,2202,25,311-22130107,03/04/2025,No,,,No,,No
1043184,90 STREET,JAMAICA AVENUE,QUEENS,409,8869,35,DOT-426984-R5S9,08/06/2019,No,,,No,,
1043185,90 STREET,JAMAICA AVENUE,QUEENS,409,8932,1,DOT-426984-R5S9,08/06/2019,No,,,No,,
1094404,EAST 116 STREET,LEXINGTON AVENUE,MANHATTAN,111,1643,56,311-21523494,01/10/2025,Yes,03/04/2025,Other,No,,No
1024632,27 STREET,SKILLMAN AVENUE,QUEENS,402,72,250,311-22245545,03/14/2025,No,,,No,,No
1085526,BROADWAY,HOWARD STREET,MANHATTAN,102,232,1,311-22061003,02/25/2025,No,,,No,,Yes
1127252,18 AVENUE,MCDONALD AVENUE,BROOKLYN,312,5439,43,311-14884451,06/20/2023,Yes,07/25/2023,Other,No,,No
1043182,90 STREET,JAMAICA AVENUE,QUEENS,409,8931,9,DOT-426984-R5S9,08/06/2019,No,,,No,,
1127221,EAST 3 STREET,PARKVILLE AVENUE,BROOKLYN,314,5426,38,311-00297471,08/03/2019,No,,,No,,
1084642,AVENUE OF THE AMERICAS,LISPENARD STREET,MANHATTAN,101,212,45,311-00982492,10/27/2019,No,,,No,,
1084644,AVENUE OF THE AMERICAS,LISPENARD STREET,MANHATTAN,101,192,1,311-00982492,10/27/2019,No,,,No,,
1085239,4 AVENUE,EAST 11 STREET,MANHATTAN,103,556,36,311-22130268,03/04/2025,Yes,03/20/2025,Other,No,,No
1159968,GANSEVOORT BOULEVARD,HOLDEN BOULEVARD,STATEN ISLAND,502,763,103,DOT-688937-X0B2,03/20/2025,No,,,No,,No
1037685,11 STREET,JACKSON AVENUE,QUEENS,402,60,9,DOT-685859-L2R1,02/27/2025,No,,,No,,No
1091076,BROADWAY,WEST 92 STREET,MANHATTAN,107,1239,44,311-22058054,02/25/2025,Yes,03/14/2025,Other,No,,No
1084796,BROADWAY,SPRING STREET,MANHATTAN,102,484,9,311-22061003,02/25/2025,No,,,No,,Yes
1091459,WEST 75 STREET,WEST END AVENUE,MANHATTAN,107,1184,83,DOT-443737-R1J3,12/16/2019,No,,,No,,
1085503,BROADWAY,GRAND STREET,MANHATTAN,102,232,12,311-22061003,02/25/2025,No,,,No,,Yes
1085003,BROADWAY,EAST HOUSTON STREET,MANHATTAN,102,523,48,311-22061003,02/25/2025,No,,,No,,Yes
1109167,HENRY STREET,VERANDAH PLACE,BROOKLYN,306,300,17,DOT-687399-K8P0,03/10/2025,No,,,No,,No
1107316,FLEET STREET,WILLOUGHBY STREET,BROOKLYN,302,2085,1,311-21598935,01/16/2025,Yes,03/05/2025,Other,No,,No
1082793,84 ROAD,MANTON STREET,QUEENS,408,9651,7501,311-21621622,01/18/2025,Yes,03/14/2025,Other,No,,No
1087111,PARK PLACE,WEST BROADWAY,MANHATTAN,101,125,20,311-22207368,03/11/2025,Yes,03/25/2025,Other,No,,No
1085005,BROADWAY,EAST HOUSTON STREET,MANHATTAN,102,522,1,311-22061003,02/25/2025,No,,,No,,Yes
1158780,BROOK STREET,FREMONT STREET,STATEN ISLAND,501,23,79,311-00612599,09/12/2019,No,,,No,,
1101584,KNOX PLACE,SLOSSON AVENUE,STATEN ISLAND,501,329,107,311-22195946,03/10/2025,No,,,No,,No
1186049,EAST 138 STREET,MAJOR DEEGAN EXPRESSWAY,BRONX,201,2323,43,311-00928904,10/21/2019,No,,,No,,
1364150,11 STREET,49 AVENUE,QUEENS,402,62,1,DOT-685859-L2R1,02/27/2025,No,,,No,,No
1176616,EAST 179 STREET,MARMION AVENUE,BRONX,206,3108,38,DOT-424352-N1Y6,10/28/2019,No,,,No,,
1134133,SURF AVENUE,WEST 8 STREET,BROOKLYN,313,8698,1,DOT-406827-J4F8,04/30/2019,No,,,No,,
1084823,BROADWAY,BROOME STREET,MANHATTAN,102,483,1,311-22061003,02/25/2025,No,,,No,,Yes
1084805,CROSBY STREET,PRINCE STREET,MANHATTAN,102,511,1,311-00772137,10/01/2019,No,,,No,,
1079558,79 AVENUE,271 STREET,QUEENS,413,8689,1,DOT-689186-N7H5,03/23/2025,No,,,No,,No
1084517,KING STREET,VARICK STREET,MANHATTAN,102,520,1,311-00548851,09/03/2019,No,,,No,,
1087535,BEEKMAN STREET,WILLIAM STREET,MANHATTAN,101,92,7501,DOT-431969-Z8Q3,09/11/2019,No,,,No,,
1171122,EAST 35 STREET,QUEENS MIDTOWN TUNNEL EXIT,MANHATTAN,106,916,13,DOT-431158-V5L2,10/22/2019,No,,,No,,
1171123,EAST 35 STREET,QUEENS MIDTOWN TUNNEL EXIT,MANHATTAN,106,916,13,DOT-431158-V5L2,10/22/2019,No,,,No,,
2001493,50 STREET,NEWTOWN ROAD,QUEENS,401,738,50,DOT-685853-S2F9,02/27/2025,No,,,No,,No
1160793,BAY STREET,EVELYN PLACE,STATEN ISLAND,501,2864,47,1-1-1736194468,06/15/2019,No,,,No,,
1013173,BOSTON ROAD,ROPES AVENUE,BRONX,212,5655,300,DOT-422724-Y7N2,07/08/2019,No,,,No,,
1013174,BOSTON ROAD,ROPES AVENUE,BRONX,212,5655,300,DOT-422724-Y7N2,07/08/2019,No,,,No,,
1147769,MIDLAND AVENUE,SOUTH RAILROAD AVENUE,STATEN ISLAND,502,3582,1,1-1-1722050867,05/23/2019,No,,,No,,
1171168,2 AVENUE,EAST 47 STREET,MANHATTAN,106,1340,1,311-22097157,02/28/2025,Yes,03/20/2025,Other,No,,No
1084799,BROADWAY,SPRING STREET,MANHATTAN,102,483,17,311-22061003,02/25/2025,No,,,No,,Yes
1113322,LINCOLN PLACE,SCHENECTADY AVENUE,BROOKLYN,308,1390,11,DOT-685700-Y2H3,02/26/2025,No,,,No,,No
1001197,BEND,HOBART AVENUE,BRONX,210,4196,1,DOT-407680-P2P5,04/25/2019,No,,,No,,
1016176,ROSEDALE AVENUE,WATSON AVENUE,BRONX,209,3725,1,DOT-421029-N3V3,09/24/2019,No,,,No,,
1037714,48 AVENUE,JACKSON AVENUE,QUEENS,402,60,9,DOT-685859-L2R1,02/27/2025,No,,,No,,No
1008911,EAST 182 STREET,3 AVENUE,BRONX,206,3064,1,1-1-1702190484,04/01/2019,No,,,No,,
1087780,BROAD STREET,STONE STREET,MANHATTAN,101,29,1,DOT-444557-F4T4,12/20/2019,No,,,No,,
1087781,BROAD STREET,STONE STREET,MANHATTAN,101,29,1,DOT-444557-F4T4,12/20/2019,No,,,No,,
1058698,44 DRIVE,HUNTER STREET,QUEENS,402,79,30,DOT-425254-M8H1,07/26/2019,No,,,No,,
1008972,BATHGATE AVENUE,EAST 180 STREET,BRONX,206,3047,21,311-21762655,01/29/2025,Yes,03/14/2025,Other,No,,No
1217302,BAY 16 STREET,NEW UTRECHT AVENUE,BROOKLYN,311,6314,12,311-21577306,01/14/2025,Yes,02/28/2025,Other,No,,No
1084946,BROADWAY,PRINCE STREET,MANHATTAN,102,497,18,311-22061003,02/25/2025,No,,,No,,Yes
1033873,BROADWAY,DEBEVOISE STREET,BROOKLYN,301,3126,6,311-22211458,03/11/2025,No,,,No,,No
1096520,1 AVENUE,EAST 94 STREET,MANHATTAN,108,1556,23,DOT-687281-M1T9,03/08/2025,Yes,03/25/2025,Other,No,,No
1138641,90 STREET,GELSTON AVENUE,BROOKLYN,310,6068,1,DOT-689359-J9R9,03/24/2025,Pending Determination,,,No,,No
1084798,BROADWAY,SPRING STREET,MANHATTAN,102,497,1,311-22061003,02/25/2025,No,,,No,,Yes
1085501,BROADWAY,GRAND STREET,MANHATTAN,102,474,7506,311-22061003,02/25/2025,No,,,No,,Yes
1130303,AVENUE L,EAST 12 STREET,BROOKLYN,314,6731,10,311-00302778,08/04/2019,No,,,No,,
1181712,FIELDING STREET,WOODHULL AVENUE,BRONX,211,4482,15,DOT-438249-K4T6,11/01/2019,No,,,No,,
1106929,CLINTON STREET,JORALEMON STREET,BROOKLYN,302,255,20,311-00417277,08/19/2019,No,,,No,,
1162570,BAY STREET,CHURCH LANE,STATEN ISLAND,501,2847,80,DOT Internal,06/06/2019,No,,,No,,
1088377,DYER AVENUE,WEST 42 STREET,MANHATTAN,104,1052,1,DOT-436329-S1T4,10/18/2019,No,,,No,,
1088378,DYER AVENUE,WEST 42 STREET,MANHATTAN,104,1052,1,DOT-436329-S1T4,10/18/2019,No,,,No,,
1370699,8 AVENUE,WEST 42 STREET,MANHATTAN,105,1013,12,DOT-430188-P9N0,08/30/2019,No,,,No,,
1370700,8 AVENUE,WEST 42 STREET,MANHATTAN,105,1014,1,DOT-430188-P9N0,08/30/2019,No,,,No,,
1218370,78 ROAD,153 STREET,QUEENS,408,6814,58,311-00372673,08/13/2019,No,,,No,,
1370625,COLUMBIA PLACE,STATE STREET,BROOKLYN,302,258,1,1-1-1717718341,05/22/2019,No,,,No,,
1370577,30 AVENUE,77 STREET,QUEENS,403,1124,1,DOT-395517-D4R0,04/05/2019,No,,,No,,
1192234,BANCROFT AVENUE,HYLAN BOULEVARD,STATEN ISLAND,502,3906,1,DOT-407572-S7D8,05/20/2019,No,,,No,,
1370608,8 AVENUE,WEST 31 STREET,MANHATTAN,104,755,40,1-1-1700343415,03/28/2019,No,,,No,,
1009134,BRONX ZOO PATH,SOUTHERN BOULEVARD,BRONX,206,3120,20,311-00162739,07/18/2019,No,,,No,,
1370606,JAMAICA AVENUE,WOODHAVEN BOULEVARD,QUEENS,409,8933,80,1-1-1727491311,05/29/2019,No,,,No,,
1033307,STARR STREET,WYCKOFF AVENUE,BROOKLYN,304,3199,32,311-00176680,07/20/2019,No,,,No,,
1084939,PRINCE STREET,WEST BROADWAY,MANHATTAN,102,515,45,311-00772137,10/01/2019,No,,,No,,
1168926,UNION AVENUE,WALLABOUT STREET,BROOKLYN,301,2265,14,311-22612163,04/17/2025,No,,,No,,No
1024920,37 AVENUE,79 STREET,QUEENS,403,1278,38,DOT-691663-T8Q3,04/10/2025,No,,,No,,No
1152470,MASON AVENUE,SEAVIEW AVENUE,STATEN ISLAND,502,3389,35,311-22462196,04/03/2025,Yes,04/16/2025,Other,No,,No
1024911,37 AVENUE,77 STREET,QUEENS,403,1287,10,311-22500599,04/07/2025,Yes,04/17/2025,Other,No,,No
1030457,FOREST AVENUE,PUTNAM AVENUE,QUEENS,405,3502,14,DOT-427831-Q0Q5,08/12/2019,No,,,No,,
1030455,FOREST AVENUE,PUTNAM AVENUE,QUEENS,405,3491,21,DOT-427831-Q0Q5,08/12/2019,No,,,No,,
1017991,EAST TREMONT AVENUE,RANDALL AVENUE,BRONX,210,5431,1,311-00392544,08/16/2019,No,,,No,,
1063071,9 AVENUE,124 STREET,QUEENS,407,3967,32,DOT-415769-F1B6,06/17/2019,No,,,No,,
1063072,9 AVENUE,124 STREET,QUEENS,407,3965,28,DOT-415769-F1B6,06/17/2019,No,,,No,,
1134807,AVENUE X,OCEAN PARKWAY,BROOKLYN,315,7202,1,311-22696820,04/25/2025,No,,,No,,No
1139141,3 AVENUE,74 STREET,BROOKLYN,310,5929,10,311-22179467,03/08/2025,Yes,03/31/2025,Other,No,,No
1112821,ATLANTIC AVENUE,UTICA AVENUE,BROOKLYN,308,1708,1,311-22700910,04/25/2025,No,,,No,,No
1018123,BARKLEY AVENUE,QUINCY AVENUE,BRONX,210,5533,147,DOT-690468-N9S0,04/01/2025,No,,,No,,No
1072623,CAMBRIA AVENUE,MARATHON PARKWAY,QUEENS,411,8236,29,DOT-687260-F0L3,03/08/2025,Yes,03/28/2025,Other,No,,No
1038784,39 STREET,NORTHERN BOULEVARD,QUEENS,401,214,40,DOT Internal,03/18/2025,Yes,03/28/2025,Other,No,,No
1068367,153 STREET,UNION TURNPIKE,QUEENS,408,6712,81,311-22690713,04/24/2025,No,,,No,,No
1007338,CLAY AVENUE,EAST 167 STREET,BRONX,204,2426,48,DOT-687881-G3V8,03/13/2025,Yes,03/28/2025,Other,No,,No
1107208,HICKS STREET,JORALEMON STREET,BROOKLYN,302,261,23,1-1-1717718341,05/22/2019,No,,,No,,
1150385,DALE AVENUE,DOROTHEA PLACE,STATEN ISLAND,503,4308,58,311-22714281,04/26/2025,Pending Determination,,,No,,No
1107198,HICKS STREET,JORALEMON STREET,BROOKLYN,302,252,37,1-1-1717718341,05/22/2019,No,,,No,,
1107199,HICKS STREET,JORALEMON STREET,BROOKLYN,302,260,30,1-1-1717718341,05/22/2019,No,,,No,,
1107194,COLUMBIA PLACE,STATE STREET,BROOKLYN,302,259,4,DOT Internal,05/07/2019,No,,,No,,
1107195,COLUMBIA PLACE,STATE STREET,BROOKLYN,302,258,1,1-1-1717718341,05/22/2019,No,,,No,,
1107187,COLUMBIA PLACE,JORALEMON STREET,BROOKLYN,302,252,55,1-1-1717718341,05/22/2019,No,,,No,,
1117453,PITKIN AVENUE,VAN SINDEREN AVENUE,BROOKLYN,305,3714,1,311-22298849,03/19/2025,Yes,04/08/2025,Other,No,,No
1027889,81 STREET,NORTHERN BOULEVARD,QUEENS,403,1253,1,DOT-691267-S0T0,04/07/2025,Yes,04/15/2025,Other,No,,No
1214356,138 STREET,UNION TURNPIKE,QUEENS,408,6589,28,311-22539053,04/10/2025,No,,,No,,No
1091542,WEST 71 STREET,WEST END AVENUE,MANHATTAN,107,1183,29,311-22435470,04/01/2025,No,,,No,,No
1135353,AVENUE P,WEST 2 STREET,BROOKLYN,311,6629,10,311-22503213,04/07/2025,No,,,No,,No
1043660,82 STREET,ATLANTIC AVENUE,QUEENS,409,8961,40,DOT-422751-D5H0,08/28/2019,No,,,No,,
1033328,IRVING AVENUE,THAMES STREET,BROOKLYN,301,3015,10,1-1-1722416151,05/20/2019,No,,,No,,
1118608,BROOKLYN AVENUE,MAPLE STREET,BROOKLYN,309,4792,7504,DOT-434920-X7C9,10/08/2019,No,,,No,,
1142519,AGUILAR AVENUE,KISSENA BOULEVARD,QUEENS,408,6793,2,311-22568971,04/13/2025,No,,,No,,No
